state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,effective_to_date
Nevada,No,0.5,0.5,1.0,M,1.0,Married,Personal Auto,1,Branch,Two-Door Car,0.5,2011-02-24
Oregon,Yes,0.5,0.5,1.0,F,0.5,Married,Personal Auto,2,Call Center,Two-Door Car,0.5,2011-02-27
Arizona,No,0.0,0.5,1.0,M,1.0,Single,Personal Auto,2,Branch,Four-Door Car,0.5,2011-01-15
California,Yes,0.5,0.5,1.0,M,0.5,Married,Personal Auto,1,Branch,Four-Door Car,0.5,2011-02-19
Arizona,No,0.0,0.0,1.0,F,0.5,Married,Personal Auto,2,Branch,Two-Door Car,0.0,2011-02-16
Oregon,No,0.0,0.0,1.0,F,0.5,Married,Personal Auto,4,Branch,Four-Door Car,0.0,2011-01-28
Oregon,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,3,Web,Four-Door Car,0.5,2011-01-10
Nevada,No,0.0,0.5,1.0,M,1.0,Divorced,Personal Auto,1,Branch,SUV,0.5,2011-02-18
Arizona,No,0.0,0.5,1.0,F,0.0,Divorced,Personal Auto,1,Agent,Two-Door Car,0.5,2011-02-07
Nevada,No,0.0,0.0,1.0,M,0.0,Married,Personal Auto,1,Agent,Lux_Sport_Car,0.5,2011-02-18
California,No,1.0,0.5,1.0,M,0.0,Single,Personal Auto,1,Agent,Four-Door Car,1.0,2011-01-12
Oregon,No,0.0,0.5,0.0,F,0.5,Single,Special Auto,1,Agent,SUV,0.5,2011-02-26
California,No,0.0,0.5,1.0,F,1.0,Married,Corporate Auto,2,Call Center,Four-Door Car,0.5,2011-02-27
Arizona,No,0.5,1.0,1.0,F,0.0,Married,Personal Auto,1,Branch,SUV,1.0,2011-02-19
Arizona,Yes,0.0,0.5,0.0,M,0.5,Married,Personal Auto,1,Branch,Four-Door Car,0.5,2011-02-05
Nevada,No,0.0,0.0,0.0,M,0.5,Single,Personal Auto,4,Agent,Four-Door Car,0.5,2011-01-25
Oregon,No,0.5,0.5,1.0,M,0.5,Married,Corporate Auto,2,Agent,Four-Door Car,0.5,2011-02-26
Nevada,No,0.0,0.5,0.0,M,0.5,Single,Personal Auto,1,Agent,Four-Door Car,0.5,2011-02-10
California,No,0.0,0.5,0.0,M,0.5,Single,Personal Auto,1,Call Center,Four-Door Car,0.5,2011-01-14
Oregon,Yes,0.0,0.5,0.0,M,0.5,Married,Personal Auto,2,Agent,Two-Door Car,0.5,2011-01-03
Nevada,No,0.0,0.5,1.0,M,0.0,Divorced,Personal Auto,1,Branch,Four-Door Car,0.5,2011-02-19
Arizona,No,1.0,0.5,1.0,M,0.0,Married,Personal Auto,2,Agent,Four-Door Car,0.5,2011-02-12
Nevada,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,4,Branch,Four-Door Car,0.5,2011-01-30
Oregon,No,1.0,0.5,0.0,F,0.5,Married,Personal Auto,1,Agent,Four-Door Car,0.5,2011-02-07
Oregon,No,0.0,0.5,0.0,F,0.5,Married,Personal Auto,1,Branch,Four-Door Car,0.5,2011-01-14
Oregon,No,0.5,1.0,0.0,F,0.5,Married,Personal Auto,4,Call Center,SUV,0.5,2011-02-17
Washington,No,0.5,0.5,1.0,F,0.0,Married,Personal Auto,4,Web,Four-Door Car,1.0,2011-02-25
California,No,0.0,0.0,0.0,F,0.5,Married,Personal Auto,2,Branch,Two-Door Car,0.0,2011-02-01
Washington,No,0.0,0.5,1.0,M,0.5,Divorced,Personal Auto,1,Call Center,Two-Door Car,0.0,2011-01-12
California,Yes,0.5,0.5,1.0,F,0.0,Married,Personal Auto,2,Call Center,Two-Door Car,0.0,2011-01-28
California,No,0.5,0.0,1.0,M,0.5,Married,Personal Auto,4,Call Center,Two-Door Car,0.5,2011-01-16
Oregon,No,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,1,Branch,Two-Door Car,0.0,2011-02-20
Oregon,No,1.0,0.0,1.0,M,0.5,Married,Corporate Auto,2,Call Center,Two-Door Car,1.0,2011-02-27
California,No,0.5,0.0,0.0,M,0.5,Single,Personal Auto,1,Call Center,SUV,0.5,2011-01-18
Oregon,No,0.0,1.0,1.0,M,1.0,Married,Personal Auto,2,Call Center,SUV,0.0,2011-02-17
California,No,0.5,0.5,1.0,M,0.5,Married,Personal Auto,2,Branch,Four-Door Car,0.5,2011-01-09
California,No,0.0,0.5,1.0,F,1.0,Married,Corporate Auto,2,Web,Four-Door Car,0.0,2011-02-03
California,No,0.5,0.5,1.0,M,1.0,Married,Personal Auto,1,Branch,Four-Door Car,0.5,2011-01-24
Arizona,No,0.5,0.5,0.0,M,0.0,Married,Personal Auto,1,Branch,Four-Door Car,0.5,2011-01-31
Oregon,No,0.0,0.0,0.0,M,0.5,Single,Personal Auto,1,Call Center,SUV,0.5,2011-02-05
Washington,No,0.0,0.5,1.0,F,0.5,Married,Personal Auto,1,Agent,Four-Door Car,1.0,2011-02-18
Oregon,No,0.5,0.5,1.0,F,1.0,Married,Special Auto,1,Branch,Lux_Sport_Car,0.5,2011-01-18
Oregon,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,3,Agent,Two-Door Car,0.5,2011-02-22
Oregon,No,0.5,0.5,1.0,F,0.5,Divorced,Corporate Auto,3,Web,Four-Door Car,0.5,2011-01-19
Oregon,No,0.0,1.0,1.0,F,1.0,Married,Personal Auto,2,Call Center,SUV,0.5,2011-01-11
Oregon,No,0.0,1.0,1.0,M,0.5,Married,Corporate Auto,3,Web,Four-Door Car,0.5,2011-01-15
California,No,0.0,0.0,1.0,F,0.5,Married,Personal Auto,1,Call Center,Lux_Sport_Car,1.0,2011-02-21
Arizona,No,1.0,1.0,1.0,F,1.0,Married,Personal Auto,4,Branch,Two-Door Car,0.5,2011-01-30
California,Yes,0.0,1.0,1.0,F,0.5,Married,Corporate Auto,2,Agent,Four-Door Car,0.0,2011-02-03
Oregon,No,0.5,1.0,0.0,M,0.5,Divorced,Corporate Auto,1,Web,Four-Door Car,0.5,2011-02-14
California,No,0.0,0.5,1.0,M,0.0,Divorced,Corporate Auto,2,Web,Four-Door Car,0.5,2011-01-08
Arizona,No,0.0,0.5,1.0,M,0.0,Married,Corporate Auto,1,Branch,SUV,1.0,2011-01-19
Oregon,No,0.0,0.5,0.0,F,0.5,Married,Corporate Auto,1,Web,Four-Door Car,0.0,2011-01-17
Oregon,No,0.0,1.0,0.0,F,0.0,Married,Corporate Auto,3,Call Center,Two-Door Car,0.5,2011-02-24
California,Yes,1.0,0.5,0.0,F,0.5,Divorced,Personal Auto,1,Agent,Four-Door Car,0.5,2011-02-16
Oregon,No,1.0,0.5,1.0,F,0.0,Married,Corporate Auto,3,Agent,Four-Door Car,0.5,2011-01-04
Arizona,Yes,0.5,0.0,1.0,F,0.5,Divorced,Personal Auto,2,Agent,Four-Door Car,0.5,2011-02-07
Oregon,No,0.0,0.0,0.0,F,0.5,Single,Personal Auto,3,Branch,SUV,0.5,2011-01-02
Arizona,No,0.0,0.5,1.0,F,0.5,Married,Corporate Auto,2,Web,Four-Door Car,0.0,2011-02-07
Washington,No,1.0,0.5,0.0,F,0.5,Married,Personal Auto,1,Branch,Lux_Sport_Car,0.5,2011-01-01
Oregon,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,1,Agent,SUV,0.0,2011-02-11
California,No,0.0,0.5,1.0,M,1.0,Single,Corporate Auto,2,Call Center,Four-Door Car,0.5,2011-01-24
Nevada,Yes,0.5,0.5,1.0,F,0.5,Married,Personal Auto,2,Call Center,Two-Door Car,0.5,2011-02-27
Arizona,No,0.0,0.5,1.0,F,0.0,Married,Personal Auto,2,Branch,SUV,0.5,2011-01-25
Washington,Yes,0.0,0.5,1.0,M,1.0,Single,Personal Auto,2,Agent,Two-Door Car,0.5,2011-02-06
Oregon,No,0.0,0.0,1.0,F,1.0,Married,Personal Auto,1,Call Center,Four-Door Car,0.5,2011-02-25
California,Yes,0.0,0.5,1.0,F,1.0,Married,Personal Auto,2,Branch,SUV,0.5,2011-01-14
Washington,Yes,0.0,0.0,0.0,M,0.5,Single,Corporate Auto,1,Call Center,SUV,0.5,2011-02-20
Oregon,Yes,0.0,0.0,1.0,M,0.5,Married,Personal Auto,2,Agent,Four-Door Car,0.0,2011-02-28
Nevada,No,0.5,1.0,0.0,M,0.5,Married,Special Auto,1,Agent,Two-Door Car,0.0,2011-01-14
Arizona,Yes,0.0,0.5,1.0,M,0.5,Married,Personal Auto,2,Agent,Two-Door Car,0.5,2011-02-27
California,No,0.5,0.5,1.0,M,0.5,Married,Corporate Auto,1,Web,SUV,0.5,2011-01-21
Oregon,No,0.0,0.0,1.0,F,0.5,Married,Personal Auto,1,Branch,Two-Door Car,0.5,2011-01-04
Arizona,No,0.0,1.0,0.0,M,0.0,Divorced,Personal Auto,4,Call Center,Four-Door Car,0.5,2011-01-17
Oregon,No,1.0,0.5,1.0,M,1.0,Married,Personal Auto,1,Branch,SUV,0.5,2011-01-20
Oregon,Yes,0.0,0.5,0.0,M,0.5,Married,Personal Auto,1,Agent,SUV,1.0,2011-02-19
Washington,No,0.0,1.0,0.0,M,0.5,Married,Corporate Auto,3,Web,Four-Door Car,0.5,2011-02-04
Oregon,No,0.0,0.0,1.0,M,0.5,Divorced,Personal Auto,2,Web,Two-Door Car,0.0,2011-02-16
California,Yes,1.0,0.0,1.0,F,0.0,Married,Corporate Auto,2,Web,Four-Door Car,0.5,2011-02-19
Arizona,No,0.0,0.5,1.0,M,0.0,Divorced,Corporate Auto,4,Agent,Two-Door Car,0.0,2011-02-19
Oregon,No,0.5,0.0,0.0,M,0.5,Single,Personal Auto,1,Branch,SUV,0.5,2011-01-17
California,No,0.0,0.0,1.0,M,1.0,Single,Personal Auto,1,Branch,Two-Door Car,0.5,2011-02-25
Arizona,No,0.0,0.5,1.0,F,0.5,Divorced,Personal Auto,2,Branch,Lux_Sport_Car,0.5,2011-02-09
Arizona,No,0.0,0.0,0.0,M,0.5,Single,Personal Auto,3,Agent,SUV,0.5,2011-02-25
Oregon,No,0.0,0.5,1.0,M,1.0,Married,Personal Auto,4,Web,Four-Door Car,0.5,2011-02-04
Oregon,Yes,0.5,1.0,1.0,M,1.0,Married,Corporate Auto,3,Agent,Four-Door Car,0.5,2011-01-16
California,No,0.5,0.0,1.0,M,0.5,Married,Personal Auto,2,Branch,Two-Door Car,0.5,2011-02-06
Oregon,Yes,0.0,0.5,0.0,M,0.5,Divorced,Corporate Auto,1,Agent,Two-Door Car,0.5,2011-02-28
Arizona,No,0.0,0.5,1.0,F,1.0,Single,Personal Auto,3,Web,Four-Door Car,0.5,2011-01-07
California,No,0.5,0.5,0.0,M,0.5,Married,Personal Auto,1,Web,Four-Door Car,0.5,2011-01-17
Oregon,No,0.0,0.0,0.0,F,0.5,Single,Personal Auto,1,Web,Four-Door Car,0.0,2011-01-15
California,No,0.0,0.0,0.0,F,0.5,Single,Corporate Auto,2,Call Center,SUV,0.5,2011-02-13
Arizona,No,1.0,0.5,0.0,M,0.5,Single,Personal Auto,2,Branch,Four-Door Car,0.0,2011-01-28
California,No,0.0,0.0,1.0,M,1.0,Single,Personal Auto,2,Branch,Two-Door Car,0.5,2011-02-24
California,No,0.0,0.5,0.0,M,0.5,Single,Personal Auto,2,Web,Lux_Sport_Car,0.5,2011-02-16
California,No,0.0,0.0,1.0,F,1.0,Married,Personal Auto,2,Branch,Lux_Sport_Car,0.5,2011-01-25
Arizona,Yes,0.5,0.0,1.0,M,0.0,Divorced,Personal Auto,1,Agent,Four-Door Car,0.5,2011-02-20
California,No,0.0,0.5,0.0,F,0.5,Married,Personal Auto,4,Web,Four-Door Car,0.5,2011-02-01
California,No,0.0,0.0,0.0,F,0.5,Married,Personal Auto,4,Call Center,Four-Door Car,0.5,2011-02-01
California,No,0.0,0.0,0.0,F,0.5,Single,Personal Auto,1,Agent,Four-Door Car,0.5,2011-02-19
Oregon,Yes,0.5,0.5,1.0,F,0.5,Married,Personal Auto,2,Agent,SUV,0.5,2011-02-17
Oregon,No,1.0,0.5,0.0,M,0.5,Married,Personal Auto,1,Call Center,Four-Door Car,0.0,2011-01-25
California,No,0.0,0.5,0.0,M,0.5,Divorced,Personal Auto,1,Agent,Lux_Sport_Car,0.5,2011-02-17
California,No,1.0,0.5,0.0,F,0.5,Single,Personal Auto,3,Branch,SUV,0.5,2011-02-23
California,No,0.0,0.0,1.0,M,0.5,Married,Personal Auto,2,Branch,Four-Door Car,0.5,2011-01-05
Nevada,No,0.5,0.5,1.0,M,0.5,Married,Special Auto,4,Agent,Four-Door Car,0.5,2011-01-29
California,No,0.5,0.0,0.0,M,0.5,Single,Personal Auto,1,Agent,Four-Door Car,0.5,2011-02-24
California,No,0.5,0.5,1.0,M,1.0,Married,Corporate Auto,3,Branch,Two-Door Car,1.0,2011-01-16
California,No,0.0,0.5,0.0,F,0.5,Married,Corporate Auto,1,Branch,Four-Door Car,0.5,2011-02-02
California,No,1.0,1.0,1.0,F,0.5,Married,Personal Auto,3,Agent,Four-Door Car,0.5,2011-01-04
California,Yes,0.0,0.5,0.5,F,0.5,Divorced,Corporate Auto,1,Agent,SUV,0.0,2011-01-27
California,No,0.5,0.5,0.0,M,0.5,Single,Corporate Auto,1,Agent,Lux_Sport_Car,0.5,2011-02-25
Arizona,No,0.5,0.0,1.0,F,0.0,Married,Personal Auto,2,Agent,Two-Door Car,0.5,2011-01-23
Arizona,No,0.0,0.0,1.0,F,1.0,Married,Personal Auto,3,Web,Two-Door Car,0.5,2011-02-01
Arizona,Yes,0.0,0.0,1.0,M,0.5,Married,Personal Auto,2,Call Center,Four-Door Car,0.0,2011-01-02
Oregon,No,0.0,1.0,0.0,F,0.0,Divorced,Corporate Auto,2,Branch,Two-Door Car,0.5,2011-01-12
Arizona,No,0.0,0.5,1.0,M,0.0,Divorced,Personal Auto,1,Agent,Two-Door Car,1.0,2011-02-15
California,No,0.5,0.5,1.0,M,0.0,Married,Personal Auto,2,Agent,Four-Door Car,1.0,2011-02-22
Oregon,No,0.0,1.0,0.0,M,0.0,Divorced,Personal Auto,1,Web,Four-Door Car,0.5,2011-02-28
Oregon,No,0.0,0.0,1.0,M,1.0,Single,Personal Auto,4,Branch,Four-Door Car,0.5,2011-02-18
Nevada,No,0.0,0.5,1.0,F,1.0,Single,Personal Auto,1,Agent,SUV,0.0,2011-02-07
Washington,No,0.0,0.0,0.0,M,0.5,Single,Personal Auto,2,Call Center,SUV,0.5,2011-01-08
California,No,0.0,0.5,1.0,F,0.5,Married,Corporate Auto,2,Agent,SUV,0.5,2011-01-28
Oregon,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,1,Agent,Four-Door Car,0.5,2011-01-24
California,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,3,Call Center,SUV,0.5,2011-02-09
Oregon,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,2,Call Center,Four-Door Car,0.5,2011-01-27
Nevada,Yes,0.0,0.5,0.5,M,0.5,Married,Personal Auto,1,Agent,SUV,0.5,2011-02-24
Arizona,No,0.5,0.5,0.0,F,0.5,Married,Personal Auto,4,Branch,Four-Door Car,0.5,2011-02-28
California,Yes,0.0,0.5,0.0,F,0.5,Married,Corporate Auto,2,Call Center,Four-Door Car,0.5,2011-01-12
California,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,4,Call Center,Two-Door Car,0.5,2011-02-06
Washington,No,0.0,1.0,1.0,M,0.0,Married,Personal Auto,2,Web,SUV,0.5,2011-01-07
Oregon,No,1.0,0.5,0.5,M,0.5,Married,Personal Auto,4,Call Center,Four-Door Car,0.5,2011-02-22
Arizona,No,0.0,0.5,1.0,M,0.0,Divorced,Personal Auto,4,Agent,Four-Door Car,0.5,2011-01-30
Oregon,No,0.0,0.5,0.0,M,0.5,Married,Corporate Auto,1,Branch,SUV,0.5,2011-02-20
Nevada,No,0.5,0.5,1.0,F,1.0,Married,Corporate Auto,1,Branch,Four-Door Car,0.0,2011-02-10
Washington,No,0.0,0.5,1.0,F,1.0,Married,Personal Auto,2,Call Center,Four-Door Car,0.5,2011-02-04
Arizona,Yes,0.0,0.5,1.0,F,0.0,Married,Personal Auto,2,Web,Two-Door Car,0.5,2011-01-25
Nevada,No,0.0,1.0,0.0,M,0.5,Married,Personal Auto,4,Branch,Two-Door Car,0.5,2011-01-27
Washington,No,0.0,0.5,1.0,M,1.0,Single,Personal Auto,1,Call Center,SUV,0.5,2011-01-30
California,No,0.0,0.5,0.0,M,0.5,Married,Corporate Auto,1,Agent,Two-Door Car,0.5,2011-01-30
Washington,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,1,Branch,SUV,0.5,2011-01-01
California,No,1.0,0.5,1.0,F,1.0,Married,Personal Auto,1,Branch,SUV,0.0,2011-01-20
Washington,No,1.0,0.5,0.0,F,0.5,Married,Corporate Auto,1,Web,Four-Door Car,0.5,2011-02-17
Washington,No,0.0,0.5,0.0,M,0.5,Single,Personal Auto,1,Agent,Two-Door Car,0.5,2011-02-01
Washington,No,0.0,0.5,1.0,M,1.0,Married,Personal Auto,2,Call Center,SUV,1.0,2011-02-08
Oregon,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,2,Branch,Four-Door Car,0.0,2011-01-16
Arizona,Yes,0.0,0.0,0.0,F,0.5,Divorced,Corporate Auto,1,Web,Lux_Sport_Car,0.5,2011-01-02
Washington,No,0.5,1.0,0.0,M,0.5,Married,Personal Auto,1,Agent,SUV,0.0,2011-01-09
Washington,No,1.0,0.5,1.0,F,0.0,Married,Corporate Auto,1,Agent,SUV,0.5,2011-01-19
Washington,No,0.5,0.0,1.0,F,0.5,Single,Personal Auto,1,Call Center,SUV,0.5,2011-01-29
California,No,0.0,0.5,1.0,M,0.0,Divorced,Personal Auto,2,Agent,SUV,0.5,2011-02-05
Oregon,No,0.5,0.0,1.0,F,0.5,Divorced,Personal Auto,3,Branch,SUV,0.0,2011-01-10
Arizona,No,0.5,0.0,0.0,M,0.0,Married,Personal Auto,4,Branch,Four-Door Car,0.5,2011-02-20
California,No,0.0,0.5,1.0,F,0.5,Single,Personal Auto,1,Call Center,SUV,0.5,2011-02-10
Arizona,Yes,0.5,0.5,0.5,F,0.5,Single,Corporate Auto,1,Agent,SUV,0.5,2011-02-27
Arizona,Yes,1.0,0.5,1.0,F,0.0,Divorced,Personal Auto,2,Agent,Four-Door Car,0.5,2011-02-28
California,No,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,1,Branch,SUV,0.0,2011-01-01
California,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,3,Agent,Four-Door Car,1.0,2011-02-21
Washington,No,0.0,0.0,0.0,F,0.5,Single,Special Auto,1,Agent,Four-Door Car,0.5,2011-02-15
California,Yes,0.0,0.5,1.0,M,0.5,Married,Corporate Auto,1,Agent,SUV,0.5,2011-02-12
Nevada,No,0.5,0.5,0.0,M,0.5,Married,Personal Auto,1,Agent,SUV,0.5,2011-02-11
California,No,0.0,0.5,1.0,M,0.0,Divorced,Personal Auto,3,Branch,Four-Door Car,1.0,2011-02-21
California,No,0.0,0.5,0.0,M,1.0,Married,Personal Auto,3,Branch,Four-Door Car,0.5,2011-02-18
Oregon,No,0.0,0.5,0.0,F,0.5,Married,Corporate Auto,3,Web,Four-Door Car,0.0,2011-02-26
California,No,0.0,0.5,1.0,F,0.0,Single,Personal Auto,3,Call Center,SUV,0.5,2011-01-15
California,No,0.0,0.0,0.0,F,1.0,Married,Personal Auto,1,Call Center,Four-Door Car,0.5,2011-02-23
Nevada,No,0.0,0.5,0.0,F,0.5,Married,Personal Auto,1,Branch,SUV,0.5,2011-01-29
Oregon,No,0.5,0.5,1.0,M,0.5,Married,Corporate Auto,2,Agent,Four-Door Car,1.0,2011-01-17
Oregon,No,0.0,0.5,1.0,F,0.0,Married,Personal Auto,1,Branch,Four-Door Car,0.5,2011-02-15
Nevada,No,0.0,1.0,1.0,F,1.0,Single,Personal Auto,1,Call Center,Two-Door Car,0.5,2011-01-10
California,No,0.0,0.0,0.0,F,0.5,Single,Personal Auto,1,Call Center,Four-Door Car,0.5,2011-02-03
Oregon,No,0.0,0.0,1.0,M,0.5,Single,Personal Auto,1,Web,Lux_Sport_Car,0.5,2011-02-25
California,No,0.0,0.0,1.0,F,0.5,Married,Personal Auto,1,Web,SUV,0.5,2011-01-07
Arizona,No,0.0,1.0,0.0,M,0.5,Married,Personal Auto,2,Branch,Four-Door Car,0.0,2011-02-26
California,No,0.5,1.0,1.0,F,1.0,Married,Personal Auto,3,Agent,Two-Door Car,0.0,2011-01-18
Nevada,No,0.0,0.0,1.0,M,0.5,Single,Personal Auto,4,Branch,SUV,0.5,2011-01-19
Oregon,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,3,Agent,Two-Door Car,0.5,2011-01-06
Oregon,No,0.0,1.0,1.0,M,0.0,Single,Personal Auto,1,Agent,Four-Door Car,1.0,2011-01-07
Arizona,No,0.5,0.0,1.0,F,0.0,Married,Personal Auto,2,Branch,Lux_Sport_Car,0.0,2011-02-08
Arizona,No,1.0,0.5,1.0,F,0.5,Single,Corporate Auto,2,Agent,Two-Door Car,0.0,2011-02-05
Arizona,No,0.0,0.0,0.5,M,0.5,Divorced,Personal Auto,1,Agent,SUV,0.0,2011-01-08
Arizona,No,0.5,0.0,0.0,M,0.5,Single,Personal Auto,1,Agent,Two-Door Car,0.5,2011-01-25
Washington,No,0.0,0.0,1.0,M,0.0,Married,Special Auto,1,Call Center,Lux_Sport_Car,0.5,2011-01-31
Washington,Yes,0.0,0.5,1.0,M,0.5,Married,Personal Auto,2,Agent,Two-Door Car,0.5,2011-02-27
Oregon,No,0.0,0.5,0.0,M,0.5,Single,Corporate Auto,2,Agent,Four-Door Car,0.0,2011-02-13
Oregon,No,0.0,0.0,1.0,M,0.5,Married,Personal Auto,2,Web,SUV,0.5,2011-01-16
California,Yes,0.5,1.0,1.0,M,0.5,Divorced,Personal Auto,2,Agent,Lux_Sport_Car,0.5,2011-01-18
California,Yes,0.0,0.0,1.0,F,0.5,Married,Special Auto,2,Agent,Lux_Sport_Car,0.5,2011-01-14
Arizona,No,0.0,0.5,1.0,M,0.0,Single,Personal Auto,2,Web,Four-Door Car,1.0,2011-01-30
Washington,Yes,0.0,0.0,0.0,F,0.5,Married,Personal Auto,1,Branch,SUV,1.0,2011-01-15
California,No,0.5,0.5,1.0,M,0.0,Married,Personal Auto,3,Web,Four-Door Car,0.0,2011-01-11
California,No,0.5,0.5,1.0,F,1.0,Single,Personal Auto,1,Call Center,SUV,0.5,2011-02-09
California,No,0.5,0.5,0.0,M,0.5,Single,Personal Auto,1,Agent,Two-Door Car,0.5,2011-01-29
Oregon,No,1.0,0.5,0.0,F,0.0,Married,Personal Auto,1,Branch,Four-Door Car,0.5,2011-01-20
California,No,0.0,1.0,1.0,F,0.5,Married,Personal Auto,4,Web,Four-Door Car,0.5,2011-01-06
Oregon,Yes,0.5,0.0,0.5,F,0.5,Married,Personal Auto,2,Agent,Four-Door Car,1.0,2011-01-20
Arizona,No,0.0,0.5,1.0,F,0.0,Married,Corporate Auto,3,Agent,Two-Door Car,0.5,2011-02-28
California,No,0.5,0.0,0.0,F,0.5,Single,Personal Auto,2,Branch,SUV,0.5,2011-02-04
Oregon,No,0.0,0.0,1.0,M,1.0,Single,Personal Auto,4,Agent,Two-Door Car,0.5,2011-01-26
Arizona,No,0.0,0.5,0.0,M,0.5,Married,Personal Auto,2,Web,Lux_Sport_Car,0.5,2011-01-05
California,No,0.5,0.0,1.0,F,1.0,Married,Special Auto,1,Agent,SUV,0.5,2011-02-15
Nevada,No,0.0,1.0,1.0,F,0.0,Married,Personal Auto,2,Web,SUV,0.0,2011-01-25
Arizona,No,0.0,0.5,0.0,M,0.5,Married,Personal Auto,2,Agent,Four-Door Car,0.5,2011-01-23
Nevada,No,0.0,0.0,0.0,M,0.5,Single,Personal Auto,2,Call Center,Lux_Sport_Car,1.0,2011-02-04
California,No,0.5,0.5,1.0,M,0.5,Married,Personal Auto,1,Web,Lux_Sport_Car,0.5,2011-02-11
Oregon,No,0.0,0.5,0.0,M,0.5,Married,Personal Auto,1,Agent,Lux_Sport_Car,0.5,2011-01-31
Arizona,No,0.0,0.0,1.0,M,0.5,Married,Personal Auto,2,Branch,Two-Door Car,0.5,2011-01-09
Arizona,Yes,0.0,1.0,1.0,M,0.5,Married,Personal Auto,1,Agent,SUV,1.0,2011-01-14
California,No,0.0,0.5,0.0,M,0.0,Married,Corporate Auto,3,Agent,Lux_Sport_Car,0.5,2011-02-13
California,No,0.5,0.0,1.0,F,0.5,Divorced,Personal Auto,1,Agent,Lux_Sport_Car,0.5,2011-02-03
California,No,0.5,0.5,1.0,F,0.5,Married,Personal Auto,4,Agent,Four-Door Car,0.5,2011-02-28
Oregon,No,0.0,0.0,0.0,M,0.5,Married,Personal Auto,1,Branch,Four-Door Car,1.0,2011-01-03
Oregon,No,0.5,1.0,0.0,M,0.5,Divorced,Personal Auto,3,Agent,SUV,0.5,2011-02-02
Arizona,No,0.5,0.5,0.0,M,0.5,Single,Personal Auto,1,Branch,Four-Door Car,0.0,2011-02-04
California,No,0.0,0.5,0.0,F,0.5,Single,Corporate Auto,1,Branch,Lux_Sport_Car,0.5,2011-01-22
Oregon,No,1.0,0.0,0.0,F,0.5,Divorced,Personal Auto,2,Call Center,Four-Door Car,0.5,2011-01-21
Washington,No,0.0,0.0,0.0,F,0.5,Single,Personal Auto,2,Branch,SUV,0.5,2011-02-28
Nevada,No,0.5,0.0,1.0,M,0.0,Single,Corporate Auto,3,Call Center,Four-Door Car,0.5,2011-01-17
Oregon,No,0.0,0.0,1.0,F,0.5,Married,Personal Auto,1,Call Center,Lux_Sport_Car,1.0,2011-01-18
Oregon,No,0.0,0.0,0.0,F,0.5,Single,Special Auto,2,Agent,Four-Door Car,0.5,2011-02-28
Oregon,No,0.0,0.5,1.0,F,0.0,Divorced,Personal Auto,3,Branch,SUV,0.5,2011-01-31
Oregon,No,0.0,0.0,1.0,F,0.5,Married,Special Auto,1,Branch,Two-Door Car,0.5,2011-01-17
California,Yes,0.5,0.5,1.0,F,0.5,Married,Special Auto,2,Agent,Four-Door Car,0.0,2011-01-28
Oregon,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,1,Branch,Four-Door Car,0.0,2011-02-25
Nevada,No,0.0,0.0,1.0,M,1.0,Married,Special Auto,2,Call Center,Four-Door Car,0.0,2011-02-22
Oregon,No,0.5,0.5,1.0,F,0.5,Married,Corporate Auto,2,Web,Four-Door Car,0.0,2011-02-10
Oregon,Yes,0.0,0.0,0.0,F,0.5,Divorced,Corporate Auto,1,Agent,Four-Door Car,0.5,2011-02-12
Arizona,No,0.0,0.5,0.0,F,0.5,Married,Personal Auto,1,Branch,Two-Door Car,0.0,2011-01-11
Arizona,No,0.0,0.0,1.0,M,1.0,Single,Personal Auto,1,Agent,Four-Door Car,0.5,2011-02-12
California,No,0.0,0.0,0.0,F,0.5,Divorced,Personal Auto,2,Agent,Four-Door Car,0.5,2011-01-22
California,No,0.0,0.5,1.0,M,0.5,Married,Personal Auto,3,Call Center,Two-Door Car,0.0,2011-01-31
Nevada,No,0.0,0.5,0.0,F,0.5,Single,Personal Auto,1,Agent,Four-Door Car,0.0,2011-01-31
California,No,0.0,0.5,1.0,F,0.5,Married,Personal Auto,4,Call Center,Four-Door Car,0.5,2011-02-04
Washington,No,0.0,0.0,1.0,F,0.5,Married,Personal Auto,3,Branch,Four-Door Car,0.0,2011-01-17
Oregon,No,0.0,0.0,1.0,M,1.0,Married,Personal Auto,3,Agent,Two-Door Car,0.5,2011-02-26
